relativePath,sha256
07-evidence/es256-candidate-jwt-inspection/service-offering.payload.json,D81E24648B98D950E2A4D73DBD31EAAB25BD26BC9A293E8B2E8687C10B27661F
07-evidence/es256-candidate-jwt-sha256.csv,D7BA75D69A4B8F7A76462C6741210E74946672753C96BB5372F5172A34CA4AC0
07-evidence/es256-candidate-jwt-verification.md,9AC25C5F4995F1CC6DB561930EB096C261BD0DDBA9DA907349A9691FFD72E2BD
07-evidence/member2-handoff-summary.md,53EAFE5D5A3D8761E870FD7F0F782B767012F003A1F678B6186155FB4A848451
07-evidence/project-metadata-shacl-validation.md,837A3973CE6BE869A8EF5BAA8C785536FD50E8BF9DEF3AF9A95EC71A578E9547
07-evidence/project-metadata-shacl-validation.txt,4D83FBFEF17DC0841BF4A82E0E82BBBEDB0BED7283467FB1BE959416C19DE8C2
07-evidence/unsigned-consistency-report.md,8B24F299A0ECF1AD1968B4175251428AF2105F73C09CE9CED93E4F106B63049A
README.md,303496F0F5B4675D7FEF6CF6784295B3D462F7DD8C3E11BF488FEF8B6B5AA4AF
scripts/build-es256-candidate-jwts.py,BCEBBB669D07DC0AD29B52127FDF382F273C6179648356255CBC55701E1D1646
scripts/build-provisional-jwts.ps1,57175D6539989BC6EEA90E8568F433D68E6E51E3F31C78CA8B388B2FE5104A4B
scripts/check-consistency.ps1,9A1CB920B9A2677691E6A1EF166C8F6933E450F7B45DF07C75BFA9603AD1C4E6
scripts/finalize-v03-docs.py,24E2CC051A4348D43E2816BA750D68CDBC8B7732602698133F22B18DD005F586
scripts/generate-development-keypair.ps1,CC44C7E3562D5F4378BD9BE8F4E3F42E1BD2BF2715068CDA7C57708FEE88530A
scripts/prepare-v03-es256-candidate.py,58C0D64F0AFB8A5A59667694E642DDB46BC973C5A6A669B508ADA7741B9CBE54
scripts/verify-es256-candidate-jwts.py,3C3B8AF384B483D445FDDD2AA0A2EEA3EB903445A5A8223C095506978FFE0AF5
scripts/verify-provisional-jwts.ps1,A002526094FF068329083A0DDF436C7FE1ED0514845F73EF0A81DE7E5C01D852
使用说明.md,73480A714F009208F6BD3E8D07E6F5183A214E1980280D95BF560A3FEA393E43
